,drug_cod,drug_x,provider_code,provider_drug_cod,code,drug_y
213,7619, Мотилиум 100мл №1 сусп д/приема внутрь д/д (шпр дозир),0000000000000000000016114,5163,16114,Мотилиум сусп 1 мг/мл фл 100 мл
214,12040, Амлодипин 10мг №30 тб,0000000000000000000015138,5163,15138,"Амлодипин таб 0,01 г №30"
215,10362, Белластезин №10 тб,0000000000000000000013721,5163,13721,Белластезин таб №10
216,10373," Артрозан 6мг/мл 2,5мл №10 амп р-р д/и в/м",0000000000000000000017350,5163,17350,"Артрозан р-р 6 мг/мл 2,5 мл №10"
217,10319, Нейрокс 50мг/мл 2мл №10 амп р-р в/в в/м ,0000000000000000000017231,5163,17231,Нейрокс амп 50 мг/мл 2 мл №10
218,7131, Гастал №30 тб д/расс,0000000000000000000016026,5163,16026,Гастал таб д/расс №30
219,11497, Метопролол 25мг №60 тб ,0000000000000000000017245,5163,17245,Метопролол таб 25 мг №60
220,13253, Кордафлекс РД 40мг №30 тб п/о кнтр всв ,0000000000000000000015959,5163,15959,Кордафлекс РД таб 40 мг №30
221,10329, Бромгексин сироп вкус абрикос 4мг/5мл 100мл фл,0000000000000000000013301,5163,13301,Бромгексин сироп фл 4 мг/5 мл 100 мл (абрикос) фл с мерной ложкой
222,11157, Глюкоза 10% 400мл №1 фл р-р д/инф,0000000000000000000015900,5163,15900,Глюкоза фл 10% 400 мл (для стационаров)
223,12086, ГриппоФлю от простуды и гриппа малина 13г №10 пор д/приг р-ра д/приема внутрь,0000000000000000000011825,5163,11825,Гриппофлю (Терафлю) пак 13 г №10 малина
224,9413, Бромокриптин 2.5мг №30 тб,0000000000000000000017471,5163,17471,"Бромокриптин 2,5 мг №30"
225,12091, Утрожестан 200мг №14 капс,0000000000000000000018001,5163,18001,Утрожестан капс 200 мг №14
226,12345, Лазолван 15мг/5мл 100мл фл сироп детский со вкусом лесных ягод,0000000000000000000017559,5163,17559,Лазолван сироп фл 15 мг/ 5 мл 100 мл лесные ягоды
227,13263," Шприц однор 10мл №1 (трехкомп) с иглой 21G*1 1/2""",0000000000000000000019018,5163,19018,"Шприц одноразовый 3-х комп 10 мл с иглой 0,80х40 - 21G Луер"
228,15118, Амлодипин 10мг №60 тб,0000000000000000000018186,5163,18186,"Амлодипин таб 0,01 г №60"
229,15149," Лейкопластырь бакт 3,8*3,8 №1",0000000000000000000002959,5163,2959,"Лейкопластырь бактерицидный 3,8х3,8."
230,4036," Лейкопластырь бакт 3,8*3,8 №1",0000000000000000000002959,5163,2959,"Лейкопластырь бактерицидный 3,8х3,8."
231,7206, Вазелиновое масло 25мл №1 ,0000000000000000000008125,5163,8125,Вазелиновое масло фл 25 мл
232,7836, Лотосоник №20 тб пл/о,0000000000000000000013928,5163,13928,Лотосоник табл № 20
233,11192," Синекод 1,5мг/мл 200мл сироп со вкусом ванили",0000000000000000000006838,5163,6838,"Синекод сироп 1,5 мг/мл фл 200 мл ванильный"
234,11195, Каффетин Лайт №12 тб,0000000000000000000018511,5163,18511,Каффетин Лайт таб №12
235,13675, Вазобрал №30 таб,0000000000000000000019410,5163,19410,Вазобрал таб №30
236,7835, Лотосоник №10 тб пл/о,0000000000000000000013927,5163,13927,Лотосоник табл № 10
237,11207, Амлодипин 10мг №20 тб,0000000000000000000018296,5163,18296,Амлодипин таб 10 мг №20
238,7171, Витрум Пренатал №100 тб пл/о,0000000000000000000021312,5163,21312,Витрум Пренатал таб п/п/о №100
239,11336, Лозартан 100мг №30 тб пл/о ,0000000000000000000017174,5163,17174,Лозартан таб 100 мг №30 Alkaloid
240,11282," Снуп 0,05% 15мл спрей назальный",0000000000000000000015889,5163,15889,"Снуп спрей 0,05 % фл 15 мл"
241,7783, Пиразинамид 500мг №100 тб,0000000000000000000013831,5163,13831,Пиразинамид таб 500 мг №100 (инд уп)
242,11329, Люголя с глицерином 25г №1 р-р,0000000000000000000015525,5163,15525,Люголя раствор с глицерином фл 25 г
243,6620, Кардилопин 10мг №30 тб,0000000000000000000018726,5163,18726,Кардилопин таб 10 мг №30
244,10659, Валидол 50мг №40 капс субл,0000000000000000000014090,5163,14090,Валидол капс 50 мг №40 подъязычные
245,6577, Цитовир-3 50мл сироп дет,0000000000000000000013056,5163,13056,Цитовир-3 сироп д\детей 50мл
246,10391, Сейзар 100мг №30 тб,0000000000000000000018513,5163,18513,Сейзар таб 100 мг №30 блистер
247,10404, Лизиноприл 10мг №20 тб,0000000000000000000014077,5163,14077,Лизиноприл таб 10 мг №20
248,10405, Лизиноприл 10мг №30 тб,0000000000000000000015719,5163,15719,Лизиноприл таб 10 мг №30
249,12633, Ксилометазолин 0.1% 10мл фл/спрей  спрей наз,0000000000000000000014578,5163,14578,"Ксилометазолин спрей наз 0,1% 10 мл фл (инд уп)"
250,15025, Флуимуцил 200мг №20 гран д/пригот р-ра д/примема внутрь пак ,0000000000000000000017040,5163,17040,Флуимуцил гран 200 мг №20 пак
251,11346, Луцетам 200мг/мл 5мл №10 р-р д/в/м и в/в введения,0000000000000000000016397,5163,16397,Луцетам р-р в/м в/в 200 мг/мл 5 мл №10
252,11370, Серетид 25мкг/250мкг 120доз №1 аэр,0000000000000000000015142,5163,15142,Серетид аэр 25 мкг+250 мкг/доза 120 доз
253,13671, Бипрол 10мг №30 тб пл/о ,0000000000000000000016275,5163,16275,Бипрол 10 мг №30 Хемофарм
254,11323, Дексалгин 25мг №10 тб пл/о ,0000000000000000000015949,5163,15949,Дексалгин таб 25 мг №10 п/о
255,11320, Бетавер 24мг №30 тб,0000000000000000000018395,5163,18395,Бетавер таб 24 мг №30
256,6293, Аскорутин №50 тб,0000000000000000000014764,5163,14764,Аскорутин таб №50 (инд уп)
257,12632, Ксилометазолин 0.05% 10мл фл/спрей спрей наз,0000000000000000000014622,5163,14622,"Ксилометазолин спрей наз 0,05% 10 мл фл (инд уп)"
258,11296, Лазолван 30мг/5мл 100мл №1 сироп,0000000000000000000002733,5163,2733,Лазолван сироп фл 30 мг/5 мл 100 мл
259,7789," Локоид  0,1% 30,0 мазь",0000000000000000000016254,5163,16254,"Локоид мазь 0,1% 30 г туба"
260,10652, Кларитин 10мг №30,0000000000000000000003172,5163,3172,Кларитин таб 10 мг №30
261,5315, Амоксициллин 500мг №20 тб,0000000000000000000014295,5163,14295,Амоксициллин таб 500 мг №20
262,11319, Бетавер 16мг №30 тб,0000000000000000000013492,5163,13492,Бетавер таб 16 мг №30
263,6186, Гевискон (мята) 150мл №1 сусп фл,0000000000000000000018328,5163,18328,Гевискон сусп фл 150 мл мятный
264,5591, Витрум Пренатал форте №100 тб,0000000000000000000008673,5163,8673,Витрум Пренатал Форте таб №100
265,6301, Гастрацид №12 тб д/расс,0000000000000000000018171,5163,18171,Гастрацид таб №12 жеват
266,10619, Перчатки смотр нитрил н/пудр  н/ст р.M №50 пара,0000000000000000000016588,5163,16588,Перчатки нитриловые неопуд текст на пал р. СРЕДН (пара)
267,10621, Дилтиазем 60мг №30 тб,0000000000000000000018299,5163,18299,Дилтиазем таб 60 мг №30
268,9431, Фталазол 500мг №10 тб,0000000000000000000014713,5163,14713,Фталазол таб 500 мг №10
269,5687, Пантокальцин 250мг №50 тб,0000000000000000000013394,5163,13394,"Пантокальцин таб 0,25 г №50"
270,5695, Амброксол - Врамед 15мг/5мл 100мл фл сироп,0000000000000000000013995,5163,13995,Амброксол Врамед сироп 15мг/5мл фл 100 мл
271,15117, Аквалор Бэби 125мл бал аэр р-р интраназ,0000000000000000000014851,5163,14851,Аквалор беби спрей 125 мл мягкий душ
272,9412, Рингера 400мл №1 фл стекл р-р д/инф,0000000000000000000013838,5163,13838,Рингера р-р д/инф 400 мл (для стационаров)
273,3854," Цефурус 0,75г д/приг р-ра для в/в и в/м введ",0000000000000000000019439,5163,19439,Цефурус фл 750 мг в/в в/м
274,15022, Кларитин 1мг/мл 60мл №1 сироп,0000000000000000000006491,5163,6491,Кларитин сироп фл 60 мл
275,6, Кларитин 60мл №1 сироп,0000000000000000000006491,5163,6491,Кларитин сироп фл 60 мл
276,11929, Нурофен 200мг №8 тб п/о,0000000000000000000016606,5163,16606,Нурофен таб 200 мг №8 (с 6 лет)
277,12358, Бутадион 5% 20г №1 мазь для нар прим,0000000000000000000017924,5163,17924,Бутадион мазь 5% 20 г
278,15062, Панцеф 400мг №6 тб пл/о ,0000000000000000000018175,5163,18175,Панцеф таб 400 мг №6
279,8306, Парацетамол 120мг/5мл 100мл сусп д/приема внутрь ,0000000000000000000014302,5163,14302,Парацетамол суспензия фл 120 мг/5 мл 100 мл детский
280,14998," Мепенем 1,0г №1 пор д/приг р-ра для в/в введ фл",0000000000000000000021545,5163,21545,Мепенем пор фл 1 г №1 (инд уп)
281,10700, Амелотекс 15мг №20 тб,0000000000000000000018424,5163,18424,Амелотекс таб 15 мг №20
282,7235, Гепатромбин Г 20г мазь д/ректального и наружного прим №1 туба ,0000000000000000000006544,5163,6544,Гепатромбин Г мазь 20 г туба Hemofarm
283,6322, Зи-фактор 500мг №3 тб п/о,0000000000000000000015354,5163,15354,Зи-фактор таб 500 мг №3 п/о
284,11024," Гексорал 0,2% 40мл №1 бал аэр д/местн прим-я",0000000000000000000007911,5163,7911,"Гексорал аэр фл 0,2% 40 мл"
